"BusinessEntityID","RateChangeDate","Rate","PayFrequency","ModifiedDate"
"1","1/14/2009 12:00:00 AM","125.5000","2","6/30/2014 12:00:00 AM"
"2","1/31/2008 12:00:00 AM","63.4615","2","6/30/2014 12:00:00 AM"
"3","11/11/2007 12:00:00 AM","43.2692","2","6/30/2014 12:00:00 AM"
"4","12/5/2007 12:00:00 AM","8.6200","2","11/21/2007 12:00:00 AM"
"4","5/31/2010 12:00:00 AM","23.7200","2","5/16/2010 12:00:00 AM"
"4","12/15/2011 12:00:00 AM","29.8462","2","12/1/2011 12:00:00 AM"
"5","1/6/2008 12:00:00 AM","32.6923","2","6/30/2014 12:00:00 AM"
"6","1/24/2008 12:00:00 AM","32.6923","2","6/30/2014 12:00:00 AM"
"7","2/8/2009 12:00:00 AM","50.4808","2","6/30/2014 12:00:00 AM"
"8","12/29/2008 12:00:00 AM","40.8654","2","6/30/2014 12:00:00 AM"
"9","1/16/2009 12:00:00 AM","40.8654","2","6/30/2014 12:00:00 AM"
"10","5/3/2009 12:00:00 AM","42.4808","2","6/30/2014 12:00:00 AM"
"11","12/5/2010 12:00:00 AM","28.8462","2","6/30/2014 12:00:00 AM"
"12","12/11/2007 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"13","12/23/2010 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"14","12/30/2010 12:00:00 AM","36.0577","2","6/30/2014 12:00:00 AM"
"15","1/18/2011 12:00:00 AM","32.6923","2","6/30/2014 12:00:00 AM"
"16","12/20/2007 12:00:00 AM","24.0000","2","12/6/2007 12:00:00 AM"
"16","7/15/2009 12:00:00 AM","28.7500","2","7/1/2009 12:00:00 AM"
"16","4/30/2012 12:00:00 AM","37.5000","2","4/16/2012 12:00:00 AM"
"17","1/26/2007 12:00:00 AM","13.4615","2","6/30/2014 12:00:00 AM"
"18","2/7/2011 12:00:00 AM","14.4231","2","6/30/2014 12:00:00 AM"
"19","2/14/2011 12:00:00 AM","13.4615","2","6/30/2014 12:00:00 AM"
"20","1/7/2011 12:00:00 AM","13.4615","2","6/30/2014 12:00:00 AM"
"21","3/2/2009 12:00:00 AM","14.4231","2","6/30/2014 12:00:00 AM"
"22","12/12/2008 12:00:00 AM","14.4231","2","6/30/2014 12:00:00 AM"
"23","1/12/2009 12:00:00 AM","14.4231","2","6/30/2014 12:00:00 AM"
"24","1/18/2009 12:00:00 AM","14.4231","2","6/30/2014 12:00:00 AM"
"25","2/3/2009 12:00:00 AM","84.1346","2","6/30/2014 12:00:00 AM"
"26","12/1/2008 12:00:00 AM","24.5192","2","6/30/2014 12:00:00 AM"
"27","2/27/2008 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"28","6/30/2006 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"29","1/23/2009 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"30","1/29/2009 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"31","1/4/2009 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"32","12/29/2008 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"33","12/17/2008 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"34","2/16/2009 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"35","2/8/2009 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"36","2/10/2009 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"37","3/7/2009 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"38","1/16/2010 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"39","2/5/2010 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"40","12/26/2007 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"41","1/21/2009 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"42","12/27/2008 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"43","1/2/2009 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"44","12/8/2008 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"45","2/26/2009 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"46","2/8/2009 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"47","2/22/2009 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"48","1/6/2008 12:00:00 AM","13.4500","1","6/30/2014 12:00:00 AM"
"49","1/7/2008 12:00:00 AM","13.4500","1","6/30/2014 12:00:00 AM"
"50","2/2/2008 12:00:00 AM","13.4500","1","6/30/2014 12:00:00 AM"
"51","2/20/2008 12:00:00 AM","13.4500","1","6/30/2014 12:00:00 AM"
"52","3/10/2008 12:00:00 AM","13.4500","1","6/30/2014 12:00:00 AM"
"53","3/28/2008 12:00:00 AM","13.4500","1","6/30/2014 12:00:00 AM"
"54","1/1/2010 12:00:00 AM","13.4500","1","6/30/2014 12:00:00 AM"
"55","2/8/2008 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"56","2/5/2009 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"57","2/23/2009 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"58","12/5/2008 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"59","12/24/2008 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"60","1/11/2009 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"61","1/18/2009 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"62","3/17/2008 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"63","1/29/2010 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"64","2/23/2010 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"65","2/23/2010 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"66","12/22/2009 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"67","3/5/2009 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"68","12/3/2009 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"69","2/15/2009 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"70","12/15/2008 12:00:00 AM","12.4500","1","6/30/2014 12:00:00 AM"
"71","2/15/2009 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"72","12/1/2008 12:00:00 AM","9.5000","1","6/30/2014 12:00:00 AM"
"73","12/19/2008 12:00:00 AM","9.5000","1","6/30/2014 12:00:00 AM"
"74","1/7/2009 12:00:00 AM","9.5000","1","6/30/2014 12:00:00 AM"
"75","1/26/2009 12:00:00 AM","9.5000","1","6/30/2014 12:00:00 AM"
"76","2/12/2009 12:00:00 AM","9.5000","1","6/30/2014 12:00:00 AM"
"77","3/3/2009 12:00:00 AM","9.5000","1","6/30/2014 12:00:00 AM"
"78","12/15/2008 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"79","1/24/2010 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"80","1/17/2010 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"81","12/29/2009 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"82","3/3/2010 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"83","2/12/2010 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"84","2/5/2010 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"85","12/11/2009 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"86","1/5/2009 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"87","12/22/2008 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"88","12/18/2009 12:00:00 AM","13.4500","1","6/30/2014 12:00:00 AM"
"89","2/1/2010 12:00:00 AM","13.4500","1","6/30/2014 12:00:00 AM"
"90","2/20/2010 12:00:00 AM","13.4500","1","6/30/2014 12:00:00 AM"
"91","1/12/2010 12:00:00 AM","13.4500","1","6/30/2014 12:00:00 AM"
"92","3/10/2010 12:00:00 AM","13.4500","1","6/30/2014 12:00:00 AM"
"93","12/27/2008 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"94","12/12/2008 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"95","12/19/2008 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"96","3/2/2009 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"97","2/10/2009 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"98","2/11/2009 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"99","1/6/2009 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"100","1/12/2009 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"101","1/25/2009 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"102","12/3/2008 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"103","12/6/2009 12:00:00 AM","13.4500","1","6/30/2014 12:00:00 AM"
"104","12/25/2009 12:00:00 AM","13.4500","1","6/30/2014 12:00:00 AM"
"105","12/25/2009 12:00:00 AM","13.4500","1","6/30/2014 12:00:00 AM"
"106","2/27/2010 12:00:00 AM","13.4500","1","6/30/2014 12:00:00 AM"
"107","2/8/2010 12:00:00 AM","13.4500","1","6/30/2014 12:00:00 AM"
"108","12/8/2008 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"109","12/7/2008 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"110","12/14/2008 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"111","12/17/2008 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"112","1/1/2009 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"113","12/25/2008 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"114","1/13/2009 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"115","1/20/2009 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"116","1/31/2009 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"117","2/18/2009 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"118","2/13/2009 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"119","2/25/2009 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"120","3/4/2009 12:00:00 AM","11.0000","1","6/30/2014 12:00:00 AM"
"121","1/2/2009 12:00:00 AM","19.2308","2","6/30/2014 12:00:00 AM"
"122","12/7/2008 12:00:00 AM","9.0000","1","6/30/2014 12:00:00 AM"
"123","12/7/2008 12:00:00 AM","9.5000","2","6/30/2014 12:00:00 AM"
"124","12/26/2008 12:00:00 AM","9.0000","1","6/30/2014 12:00:00 AM"
"125","1/20/2009 12:00:00 AM","9.5000","2","6/30/2014 12:00:00 AM"
"126","2/26/2009 12:00:00 AM","9.0000","1","6/30/2014 12:00:00 AM"
"127","1/3/2009 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"128","12/4/2008 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"129","12/22/2008 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"130","2/13/2009 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"131","2/15/2009 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"132","2/22/2009 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"133","1/10/2009 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"134","1/14/2009 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"135","12/4/2008 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"136","12/11/2009 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"137","2/23/2009 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"138","2/4/2009 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"139","1/6/2010 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"140","1/22/2010 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"141","1/24/2010 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"142","3/4/2010 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"143","2/13/2010 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"144","1/17/2009 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"145","1/27/2009 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"146","12/7/2008 12:00:00 AM","9.5000","1","6/30/2014 12:00:00 AM"
"147","12/26/2008 12:00:00 AM","9.5000","1","6/30/2014 12:00:00 AM"
"148","1/14/2009 12:00:00 AM","9.5000","1","6/30/2014 12:00:00 AM"
"149","1/31/2009 12:00:00 AM","9.5000","1","6/30/2014 12:00:00 AM"
"150","2/26/2009 12:00:00 AM","9.5000","1","6/30/2014 12:00:00 AM"
"151","2/19/2009 12:00:00 AM","9.5000","1","6/30/2014 12:00:00 AM"
"152","2/1/2009 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"153","12/16/2008 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"154","12/23/2008 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"155","1/4/2009 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"156","1/11/2009 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"157","2/3/2009 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"158","3/7/2009 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"159","2/16/2009 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"160","1/21/2009 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"161","12/15/2008 12:00:00 AM","10.0000","1","6/30/2014 12:00:00 AM"
"162","1/3/2009 12:00:00 AM","10.0000","1","6/30/2014 12:00:00 AM"
"163","2/8/2009 12:00:00 AM","10.0000","1","6/30/2014 12:00:00 AM"
"164","3/6/2009 12:00:00 AM","10.0000","1","6/30/2014 12:00:00 AM"
"165","1/22/2009 12:00:00 AM","10.0000","1","6/30/2014 12:00:00 AM"
"166","2/21/2009 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"167","12/2/2008 12:00:00 AM","6.5000","1","11/18/2008 12:00:00 AM"
"167","12/1/2011 12:00:00 AM","7.2500","1","11/17/2011 12:00:00 AM"
"167","7/14/2013 12:00:00 AM","9.5000","1","6/30/2013 12:00:00 AM"
"168","12/7/2008 12:00:00 AM","9.5000","1","6/30/2014 12:00:00 AM"
"169","12/14/2008 12:00:00 AM","9.5000","1","6/30/2014 12:00:00 AM"
"170","12/21/2008 12:00:00 AM","6.5000","1","12/7/2008 12:00:00 AM"
"170","12/1/2011 12:00:00 AM","7.2500","1","11/17/2011 12:00:00 AM"
"170","7/14/2013 12:00:00 AM","9.5000","1","6/30/2013 12:00:00 AM"
"171","1/2/2009 12:00:00 AM","9.5000","1","6/30/2014 12:00:00 AM"
"172","1/16/2009 12:00:00 AM","6.5000","1","1/2/2009 12:00:00 AM"
"172","12/1/2011 12:00:00 AM","7.2500","1","11/17/2011 12:00:00 AM"
"172","7/14/2013 12:00:00 AM","9.5000","1","6/30/2013 12:00:00 AM"
"173","1/21/2009 12:00:00 AM","9.5000","1","6/30/2014 12:00:00 AM"
"174","1/27/2009 12:00:00 AM","6.7500","1","1/13/2009 12:00:00 AM"
"174","12/1/2011 12:00:00 AM","7.2500","1","11/17/2011 12:00:00 AM"
"174","7/14/2013 12:00:00 AM","9.5000","1","6/30/2013 12:00:00 AM"
"175","2/2/2009 12:00:00 AM","6.5000","1","1/19/2009 12:00:00 AM"
"175","12/1/2011 12:00:00 AM","7.2500","1","11/17/2011 12:00:00 AM"
"175","7/14/2013 12:00:00 AM","9.5000","1","6/30/2013 12:00:00 AM"
"176","2/14/2009 12:00:00 AM","6.5000","1","1/31/2009 12:00:00 AM"
"176","12/1/2011 12:00:00 AM","7.2500","1","11/17/2011 12:00:00 AM"
"176","7/14/2013 12:00:00 AM","9.5000","1","6/30/2013 12:00:00 AM"
"177","2/21/2009 12:00:00 AM","6.5000","1","2/7/2009 12:00:00 AM"
"177","12/1/2011 12:00:00 AM","7.2500","1","11/17/2011 12:00:00 AM"
"177","7/14/2013 12:00:00 AM","9.5000","1","6/30/2013 12:00:00 AM"
"178","3/3/2009 12:00:00 AM","6.5000","1","2/17/2009 12:00:00 AM"
"178","12/1/2011 12:00:00 AM","7.0000","1","11/17/2011 12:00:00 AM"
"178","7/14/2013 12:00:00 AM","9.5000","1","6/30/2013 12:00:00 AM"
"179","3/5/2009 12:00:00 AM","9.5000","1","6/30/2014 12:00:00 AM"
"180","2/20/2009 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"181","12/9/2008 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"182","12/28/2008 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"183","1/22/2009 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"184","2/9/2009 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"185","2/28/2009 12:00:00 AM","14.0000","1","6/30/2014 12:00:00 AM"
"186","2/8/2009 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"187","12/9/2008 12:00:00 AM","10.0000","1","6/30/2014 12:00:00 AM"
"188","12/27/2008 12:00:00 AM","10.0000","1","6/30/2014 12:00:00 AM"
"189","1/15/2009 12:00:00 AM","10.0000","1","6/30/2014 12:00:00 AM"
"190","2/2/2009 12:00:00 AM","10.0000","1","6/30/2014 12:00:00 AM"
"191","2/26/2009 12:00:00 AM","10.0000","1","6/30/2014 12:00:00 AM"
"192","3/5/2009 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"193","12/6/2008 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"194","12/12/2008 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"195","12/17/2008 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"196","12/24/2008 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"197","12/31/2008 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"198","1/4/2009 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"199","1/12/2009 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"200","1/17/2009 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"201","1/29/2009 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"202","2/5/2009 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"203","2/24/2009 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"204","3/8/2009 12:00:00 AM","15.0000","1","6/30/2014 12:00:00 AM"
"205","2/26/2009 12:00:00 AM","25.0000","2","6/30/2014 12:00:00 AM"
"206","12/2/2008 12:00:00 AM","10.0000","1","6/30/2014 12:00:00 AM"
"207","12/2/2008 12:00:00 AM","10.0000","1","6/30/2014 12:00:00 AM"
"208","1/8/2009 12:00:00 AM","10.0000","1","6/30/2014 12:00:00 AM"
"209","1/27/2009 12:00:00 AM","10.0000","1","6/30/2014 12:00:00 AM"
"210","2/20/2009 12:00:00 AM","10.0000","1","6/30/2014 12:00:00 AM"
"211","2/28/2009 12:00:00 AM","28.8462","2","6/30/2014 12:00:00 AM"
"212","12/9/2008 12:00:00 AM","21.6346","2","6/30/2014 12:00:00 AM"
"213","2/23/2010 12:00:00 AM","10.5769","2","6/30/2014 12:00:00 AM"
"214","2/2/2009 12:00:00 AM","10.5769","2","6/30/2014 12:00:00 AM"
"215","1/15/2009 12:00:00 AM","10.5769","2","6/30/2014 12:00:00 AM"
"216","12/28/2008 12:00:00 AM","10.5769","2","6/30/2014 12:00:00 AM"
"217","1/4/2009 12:00:00 AM","17.7885","2","6/30/2014 12:00:00 AM"
"218","12/16/2008 12:00:00 AM","16.8269","2","6/30/2014 12:00:00 AM"
"219","1/22/2009 12:00:00 AM","10.2500","2","6/30/2014 12:00:00 AM"
"220","2/9/2009 12:00:00 AM","10.2500","2","6/30/2014 12:00:00 AM"
"221","3/6/2009 12:00:00 AM","16.8269","2","6/30/2014 12:00:00 AM"
"222","12/12/2008 12:00:00 AM","23.5577","2","6/30/2014 12:00:00 AM"
"223","1/26/2009 12:00:00 AM","16.0000","2","6/30/2014 12:00:00 AM"
"224","1/8/2008 12:00:00 AM","8.6200","2","12/25/2007 12:00:00 AM"
"224","8/31/2011 12:00:00 AM","13.5000","2","8/17/2011 12:00:00 AM"
"224","1/1/2012 12:00:00 AM","16.0000","2","12/18/2011 12:00:00 AM"
"225","2/13/2009 12:00:00 AM","16.0000","2","6/30/2014 12:00:00 AM"
"226","3/3/2009 12:00:00 AM","16.0000","2","6/30/2014 12:00:00 AM"
"227","12/2/2009 12:00:00 AM","24.0385","2","6/30/2014 12:00:00 AM"
"228","12/14/2008 12:00:00 AM","20.4327","2","6/30/2014 12:00:00 AM"
"229","2/16/2010 12:00:00 AM","9.2500","1","6/30/2014 12:00:00 AM"
"230","3/5/2010 12:00:00 AM","9.2500","1","6/30/2014 12:00:00 AM"
"231","3/7/2010 12:00:00 AM","9.2500","1","6/30/2014 12:00:00 AM"
"232","1/27/2010 12:00:00 AM","9.2500","1","6/30/2014 12:00:00 AM"
"233","12/21/2009 12:00:00 AM","9.7500","2","6/30/2014 12:00:00 AM"
"234","1/31/2009 12:00:00 AM","39.0600","2","1/17/2009 12:00:00 AM"
"234","11/14/2011 12:00:00 AM","48.5577","2","10/31/2011 12:00:00 AM"
"234","1/29/2012 12:00:00 AM","60.0962","2","1/15/2012 12:00:00 AM"
"235","12/6/2008 12:00:00 AM","27.1394","2","6/30/2014 12:00:00 AM"
"236","2/25/2009 12:00:00 AM","13.9423","2","6/30/2014 12:00:00 AM"
"237","2/6/2009 12:00:00 AM","13.9423","2","6/30/2014 12:00:00 AM"
"238","1/1/2009 12:00:00 AM","18.2692","2","6/30/2014 12:00:00 AM"
"239","12/25/2008 12:00:00 AM","16.5865","2","6/30/2014 12:00:00 AM"
"240","12/13/2008 12:00:00 AM","18.2692","2","6/30/2014 12:00:00 AM"
"241","1/30/2009 12:00:00 AM","34.7356","2","6/30/2014 12:00:00 AM"
"242","12/18/2008 12:00:00 AM","19.0000","2","6/30/2014 12:00:00 AM"
"243","1/6/2009 12:00:00 AM","19.0000","2","6/30/2014 12:00:00 AM"
"244","1/24/2009 12:00:00 AM","19.0000","2","6/30/2014 12:00:00 AM"
"245","2/18/2009 12:00:00 AM","26.4423","2","6/30/2014 12:00:00 AM"
"246","2/11/2009 12:00:00 AM","19.0000","2","6/30/2014 12:00:00 AM"
"247","3/1/2009 12:00:00 AM","19.0000","2","6/30/2014 12:00:00 AM"
"248","3/8/2009 12:00:00 AM","26.4423","2","6/30/2014 12:00:00 AM"
"249","12/25/2008 12:00:00 AM","43.2692","2","6/30/2014 12:00:00 AM"
"250","2/21/2011 12:00:00 AM","9.8600","2","2/7/2011 12:00:00 AM"
"250","7/30/2011 12:00:00 AM","22.5000","2","7/16/2011 12:00:00 AM"
"250","7/14/2012 12:00:00 AM","30.0000","2","6/30/2012 12:00:00 AM"
"251","2/10/2009 12:00:00 AM","18.2692","2","6/30/2014 12:00:00 AM"
"252","2/28/2009 12:00:00 AM","18.2692","2","6/30/2014 12:00:00 AM"
"253","12/17/2009 12:00:00 AM","18.2692","2","6/30/2014 12:00:00 AM"
"254","1/4/2010 12:00:00 AM","18.2692","2","6/30/2014 12:00:00 AM"
"255","1/11/2010 12:00:00 AM","18.2692","2","6/30/2014 12:00:00 AM"
"256","1/23/2010 12:00:00 AM","18.2692","2","6/30/2014 12:00:00 AM"
"257","1/27/2010 12:00:00 AM","18.2692","2","6/30/2014 12:00:00 AM"
"258","1/31/2010 12:00:00 AM","18.2692","2","6/30/2014 12:00:00 AM"
"259","3/9/2010 12:00:00 AM","18.2692","2","6/30/2014 12:00:00 AM"
"260","12/6/2010 12:00:00 AM","12.7500","2","6/30/2014 12:00:00 AM"
"261","12/25/2010 12:00:00 AM","12.7500","2","6/30/2014 12:00:00 AM"
"262","1/12/2009 12:00:00 AM","13.4615","2","6/30/2014 12:00:00 AM"
"263","12/11/2008 12:00:00 AM","50.4808","2","6/30/2014 12:00:00 AM"
"264","2/4/2009 12:00:00 AM","39.6635","2","6/30/2014 12:00:00 AM"
"265","12/4/2008 12:00:00 AM","32.4519","2","6/30/2014 12:00:00 AM"
"266","2/23/2009 12:00:00 AM","32.4519","2","6/30/2014 12:00:00 AM"
"267","2/16/2009 12:00:00 AM","27.4038","2","6/30/2014 12:00:00 AM"
"268","2/3/2009 12:00:00 AM","27.4038","2","6/30/2014 12:00:00 AM"
"269","1/11/2009 12:00:00 AM","27.4038","2","6/30/2014 12:00:00 AM"
"270","1/17/2009 12:00:00 AM","38.4615","2","6/30/2014 12:00:00 AM"
"271","1/22/2009 12:00:00 AM","38.4615","2","6/30/2014 12:00:00 AM"
"272","12/23/2008 12:00:00 AM","27.4038","2","6/30/2014 12:00:00 AM"
"273","2/15/2011 12:00:00 AM","72.1154","2","6/30/2014 12:00:00 AM"
"274","1/4/2011 12:00:00 AM","48.1010","2","6/30/2014 12:00:00 AM"
"275","5/31/2011 12:00:00 AM","23.0769","2","6/30/2014 12:00:00 AM"
"276","5/31/2011 12:00:00 AM","23.0769","2","6/30/2014 12:00:00 AM"
"277","5/31/2011 12:00:00 AM","23.0769","2","6/30/2014 12:00:00 AM"
"278","5/31/2011 12:00:00 AM","23.0769","2","6/30/2014 12:00:00 AM"
"279","5/31/2011 12:00:00 AM","23.0769","2","6/30/2014 12:00:00 AM"
"280","5/31/2011 12:00:00 AM","23.0769","2","6/30/2014 12:00:00 AM"
"281","5/31/2011 12:00:00 AM","23.0769","2","6/30/2014 12:00:00 AM"
"282","5/31/2011 12:00:00 AM","23.0769","2","6/30/2014 12:00:00 AM"
"283","5/31/2011 12:00:00 AM","23.0769","2","6/30/2014 12:00:00 AM"
"284","9/30/2012 12:00:00 AM","23.0769","2","6/30/2014 12:00:00 AM"
"285","3/14/2013 12:00:00 AM","48.1010","2","6/30/2014 12:00:00 AM"
"286","5/30/2013 12:00:00 AM","23.0769","2","6/30/2014 12:00:00 AM"
"287","4/16/2012 12:00:00 AM","48.1010","2","6/30/2014 12:00:00 AM"
"288","5/30/2013 12:00:00 AM","23.0769","2","6/30/2014 12:00:00 AM"
"289","5/30/2012 12:00:00 AM","23.0769","2","6/30/2014 12:00:00 AM"
"290","5/30/2012 12:00:00 AM","23.0769","2","6/30/2014 12:00:00 AM"
